,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.615,,0.1067,,0.31,,0.305,
CULTURE 1,0.475,,0.1067,,0.24,,0.235,
CULTURE 2,0.655,,0.1067,,0.32,,0.335,
