"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09347824>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16265163>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.8614058>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15009776>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2395974>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.52682626>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15109782>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23818283>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.27945155>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15385008>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22378619>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.79208297>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14979969>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23258288>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.29085034>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.094996445>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15731314>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.6885326>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13103232>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2089606>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.9885783>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15092395>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22556053>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.35272783>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10020806>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15004125>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.3870025>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15248391>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22146824>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.5517693>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13561437>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25112727>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.6692898>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10308534>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1648757>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.7297714>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14850289>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2401898>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.31261516>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14449221>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2484125>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.32492906>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09136394>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15752666>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.1696672>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09772519>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.17293504>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.878611>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14786921>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23050807>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.29453158>}]"
