,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.51,0.0,0.025,0.0,0.075,0.0,0.435,0.0
CULTURE 1,0.5,0.0,0.025,0.0,0.17,0.0,0.33,0.0
CULTURE 2,0.565,0.0,0.025,0.0,0.305,0.0,0.26,0.0
