,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.825,,0.07,,0.375,,0.45,
CULTURE 1,0.675,,0.07,,0.275,,0.4,
CULTURE 2,0.735,,0.07,,0.265,,0.47,
