,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,88.0%,0.0225%,62.75%,0.0663%,82.0%,0.9725%,77.5833%,1.0612%,14.8333%,0.3317%
