,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3455,0.0035,0.0798,0.0049,0.245,0.0023,0.1005,0.0012
CULTURE 1,0.287,0.0144,0.0798,0.0049,0.182,0.0051,0.105,0.0093
CULTURE 2,0.468,0.0111,0.0798,0.0049,0.2465,0.0018,0.2215,0.0094
