,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.315,0.0048,0.1655,0.004,0.141,0.0025,0.174,0.0023
CULTURE 1,0.1365,0.0012,0.1655,0.004,0.0965,0.0006,0.04,0.0006
CULTURE 2,0.4545,0.0071,0.1655,0.004,0.2295,0.004,0.225,0.0031
