,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,35.1667%,0.0556%,30.6667%,0.0444%,47.6667%,0.2506%,37.8333%,0.3506%,7.1667%,0.102%
