,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.505,,0.0267,,0.255,,0.25,
CULTURE 1,0.545,,0.0267,,0.285,,0.26,
CULTURE 2,0.485,,0.0267,,0.14,,0.345,
