,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.335,,0.0883,,0.1,,0.235,
CULTURE 1,0.2,,0.0883,,0.115,,0.085,
CULTURE 2,0.33,,0.0883,,0.15,,0.18,
