,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.515,,0.0833,,0.235,,0.28,
CULTURE 1,0.705,,0.0833,,0.375,,0.33,
CULTURE 2,0.575,,0.0833,,0.26,,0.315,
