,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,9.7143%,0.9235%,13.4286%,1.3946%,21.7143%,2.2202%,14.9524%,4.5383%,10.4286%,4.5383%,5.2381%,1.2049%
