,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.257,0.003,0.0853,0.0035,0.0815,0.0013,0.1755,0.0016
CULTURE 1,0.168,0.0033,0.0853,0.0035,0.0875,0.0015,0.0805,0.0018
CULTURE 2,0.335,0.0075,0.0853,0.0035,0.1885,0.004,0.1465,0.0035
