,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8035,0.0017,0.1268,0.0016,0.3805,0.0013,0.423,0.0005
CULTURE 1,0.786,0.0031,0.1268,0.0016,0.414,0.0014,0.372,0.0017
CULTURE 2,0.6045,0.0059,0.1268,0.0016,0.3005,0.0019,0.304,0.004
