,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2105,0.0025,0.0967,0.007,0.1085,0.0018,0.102,0.0006
CULTURE 1,0.2715,0.0056,0.0967,0.007,0.193,0.0044,0.0785,0.0012
CULTURE 2,0.4395,0.0153,0.0967,0.007,0.2625,0.0095,0.177,0.0058
