,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.1792,0.0024,0.0424,0.0025,0.0854,0.001,0.0938,0.0014
CULTURE 1,0.2075,0.0031,0.0424,0.0025,0.1388,0.0022,0.0688,0.0009
CULTURE 2,0.2779,0.0043,0.0424,0.0025,0.1554,0.0017,0.1225,0.0026
