,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2415,0.0024,0.0783,0.0021,0.119,0.0011,0.1225,0.0013
CULTURE 1,0.207,0.0009,0.0783,0.0021,0.065,0.0004,0.142,0.0005
CULTURE 2,0.4075,0.0039,0.0783,0.0021,0.168,0.0019,0.2395,0.002
