,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5,0.0,0.01,0.0,0.275,0.0,0.225,0.0
CULTURE 1,0.525,0.0,0.01,0.0,0.205,0.0,0.32,0.0
CULTURE 2,0.505,0.0,0.01,0.0,0.18,0.0,0.325,0.0
