,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.796,0.0012,0.0815,0.0018,0.3905,0.0009,0.4055,0.0003
CULTURE 1,0.7375,0.0041,0.0815,0.0018,0.4065,0.0025,0.331,0.0016
CULTURE 2,0.6445,0.0079,0.0815,0.0018,0.3355,0.0031,0.309,0.0048
