,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,52.85%,3.8101%,52.85%,6.3834%,63.9%,6.4298%,56.5333%,16.6233%,3.6833%,4.2711%
