,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7535,0.0043,0.0435,0.0038,0.3825,0.0018,0.371,0.0024
CULTURE 1,0.6335,0.0054,0.0435,0.0038,0.3975,0.0021,0.236,0.0033
CULTURE 2,0.644,0.0071,0.0435,0.0038,0.376,0.0025,0.268,0.0046
