,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5805,0.0242,0.0288,0.0349,0.247,0.0068,0.3335,0.0174
CULTURE 1,0.517,0.0179,0.0288,0.0349,0.118,0.0091,0.399,0.0088
CULTURE 2,0.54,0.0804,0.0288,0.0349,0.3405,0.0366,0.1995,0.0438
