,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7485,0.0688,0.0165,0.0461,0.3815,0.0235,0.367,0.0453
CULTURE 1,0.734,0.0752,0.0165,0.0461,0.371,0.0301,0.363,0.0451
CULTURE 2,0.769,0.0696,0.0165,0.0461,0.4015,0.0212,0.3675,0.0484
